id,year,month,day,timestamp,event_validity,cause_code,focal_depth,primary_magnitude,country,state,location_name,latitude,longitude,region_code,maximum_water_height,abe,iida,soloviev,warning_status,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_in_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
3190,1774,9,24,1774-09-24T00:00:00,1,0,,,,,MEDITERRANEAN SEA,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1099,11,11,1099-11-11T00:00:00,1,0,,,UK,,"WEST CORNWALL, ENGLAND",50.116,-5.483,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1580,4,6,1580-04-06T00:00:00,0,1,33,6.2,UK,,"DOVER STRAITS, ENGLAND",51.019,1.309,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1609,1,19,1609-01-19T00:00:00,1,0,,,UK,,ENGLAND,51.5,0.466,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1755,11,5,1755-11-05T00:00:00,1,0,,,UK,,"RIVER TEES, ENGLAND",54.68,-1.21,73,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1756,2,27,1756-02-27T00:00:00,2,0,,,UK,,"ILFRACOMBE, ENGLAND",51.208,-4.122,73,1.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1757,7,15,1757-07-15T00:00:00,1,1,,,UK,,"SCILLY ISLANDS, ENGLAND",49.92,-6.32,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1761,7,28,1761-07-28T00:00:00,-1,9,,,UK,,"MOUNT'S BAY, ENGLAND",50.033,-5.417,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1761,8,14,1761-08-14T00:00:00,1,1,,,UK,,"GUERNSEY, ENGLISH CHANNEL",49.465,-2.585,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1762,9,27,1762-09-27T00:00:00,1,0,,,UK,,"THE THAMES, ENGLAND",51.5,0.1,73,3.0,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1763,9,18,1763-09-18T00:00:00,1,0,,,UK,,"WEYMOUTH, ENGLAND",50.6,-2.466,73,3.0,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1764,2,11,1764-02-11T00:00:00,1,0,,,UK,,"BRISTOL, ENGLAND",51.45,-2.583,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1767,11,28,1767-11-28T00:00:00,1,0,,,UK,,"LONDON, ENGLAND",51.5,-0.08,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,1793,7,17,1793-07-17T00:00:00,1,0,,,UK,,"PLYMOUTH, ENGLAND",50.363,-4.142,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,1802,8,10,1802-08-10T00:00:00,1,0,,,UK,,SW ENGLAND,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,1827,11,1,1827-11-01T00:00:00,1,0,,,UK,,ENGLAND,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,1843,7,5,1843-07-05T00:00:00,1,0,,,UK,,"CORNWALL, ENGLAND",,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,1858,6,5,1858-06-05T00:00:00,2,0,,,UK,,"DOVER STRAITS, ENGLAND",51.03,1.61,73,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,1868,4,23,1868-04-23T00:00:00,1,0,,,UK,,SW ENGLAND,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,1926,7,30,1926-07-30T00:00:00,1,1,,,UK,,ENGLISH CHANNEL,49.21,-2.131,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,1931,6,7,1931-06-07T00:25:21,2,1,70,6.0,UK,,"DOGGER BANK, ENGLAND",54.0,1.067,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,1964,2,11,1964-02-11T00:00:00,1,0,,,UK,,ENGLAND,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,2011,6,27,2011-06-27T00:00:00,2,9,,,UK,,"PLYMOUTH, ENGLAND",50.5,-3.0,73,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1500,,,,2,0,,,USA,HI,HAWAII,,,80,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,
2874,1540,,,,2,6,,,USA,AK,"COOK INLET, AK",59.37,-153.42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1668,4,13,1668-04-13T00:00:00,0,1,,,USA,MA,"BOSTON AND SALEM, MASSACHUSETTS",42.35,-71.05,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,1755,10,4,1755-10-04T00:00:00,0,0,,,USA,NY,LAKE ONTARIO,43.5,-78.0,75,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1755,11,18,1755-11-18T00:00:00,1,1,,,USA,MA,MASSACHUSETTS: EAST OF CAPE ANN,42.7,-70.3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1788,8,6,1788-08-06T00:00:00,4,1,,8.0,USA,AK,"SHUMAGIN ISLANDS, AK",55.0,-161.0,87,88.0,,3.3,4.0,,,3,,,,,,,,,,,,3,,,,,,,,,,
554,1790,9,11,1790-09-11T00:00:00,-1,9,,,USA,AK,"E. ALEUTIAN ISLANDS, AK",,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1796,5,29,1796-05-29T00:00:00,1,6,,,USA,AK,"BOGOSLOF ISLAND, AK",54.0,-167.0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,1806,3,25,1806-03-25T08:00:00,2,1,,,USA,CA,"SANTA BARBARA, S. CALIFORNIA",34.4,-119.7,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1811,12,16,1811-12-16T14:15:00,0,1,,8.0,USA,AR,AR: NE  - NEW MADRID EARTHQUAKES,35.6,-90.4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,1812,1,23,1812-01-23T15:00:00,0,1,,8.4,USA,MO,"NEW MADRID, MO",36.3,-89.6,75,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,
605,1812,,,,1,0,,,USA,CA,"SAN FRANCISCO, N. CALIFORNIA",,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1813,,,,-1,0,,,USA,HI,HAWAII,,,80,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1817,1,8,1817-01-08T00:00:00,0,1,,,USA,PA,"PHILADELPHIA, PENNSYLVANIA",39.95,-75.1,75,0.3,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
631,1820,3,1,1820-03-01T00:00:00,2,6,,,USA,AK,"E. ALEUTIAN ISLANDS, AK",54.52,-164.65,87,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
5666,1820,,,,3,8,,,USA,WA,"CAMANO ISLAND, WA",48.06,-122.36,88,,,,,,,2,,,,,,,,1,,,,3,,,,,,,,1,,
2447,1821,9,3,1821-09-03T00:00:00,1,9,,,USA,VA,"ASSATEAGUE ISLAND, VA",38.083,-75.208,75,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
2448,1823,5,30,1823-05-30T00:00:00,0,1,,,USA,NY,LAKE ERIE,42.7,-79.0,75,2.74,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
654,1825,3,21,1825-03-21T00:00:00,-1,6,,,USA,AK,"UNIMAK ISLAND, AK",54.77,-164.18,87,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
657,1826,10,22,1826-10-22T00:00:00,-1,6,,,USA,AK,"UNIMAK ISLAND, AK",55.0,-165.0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1827,1,18,1827-01-18T00:00:00,1,9,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1827,8,8,1827-08-08T00:00:00,-1,4,,,USA,AK,"ALASKA PENINSULA, AK",,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1827,,,,-1,6,,,USA,AK,"E. ALEUTIAN ISLANDS, AK",,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,1839,3,,,1,1,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1840,1,16,1840-01-16T00:00:00,-1,9,,,USA,CA,S. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,1840,11,11,1840-11-11T00:00:00,0,1,,5.2,USA,PA,"PHILADELPHIA, PENNSYLVANIA",39.8,-75.2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1840,,,,-1,1,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1845,,,,3,8,,,USA,AK,"SE. ALASKA, AK",,,87,,,,3.0,,100,2,,,,,,,,,,,100,2,,,,,,,,,,
781,1851,5,15,1851-05-15T16:10:00,1,1,,,USA,CA,N. CALIFORNIA,37.8,-122.4,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1851,11,13,1851-11-13T02:51:00,1,1,,,USA,CA,"SAN FRANCISCO BAY, N. CALIFORNIA",,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1852,11,25,1852-11-25T07:09:00,1,1,,,USA,CA,"SAN FRANCISCO, N. CALIFORNIA",,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1853,,,,4,8,1,,USA,AK,"LITUYA BAY, AK",58.63,-137.57,87,120.0,,4.3,4.0,,,2,,,,,,,,,,,,2,,,,,,,,,,
818,1854,1,27,1854-01-27T18:10:00,3,3,,,USA,AK,"KODIAK ISLAND, AK",57.0,-152.0,87,2.4,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
819,1854,5,31,1854-05-31T12:59:00,1,3,,,USA,CA,S. CALIFORNIA,34.4,-119.7,88,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823,1854,7,24,1854-07-24T00:00:00,2,0,,,USA,CA,S. CALIFORNIA,,,88,0.1,,-1.7,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
826,1854,8,18,1854-08-18T00:00:00,2,0,,,USA,CA,S. CALIFORNIA,,,88,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1854,10,4,1854-10-04T18:19:00,3,0,,,USA,CA,N. CALIFORNIA,,,88,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1854,10,22,1854-10-22T03:35:00,2,1,,,USA,CA,N. CALIFORNIA,37.8,-122.4,88,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1854,11,1,1854-11-01T00:00:00,-1,0,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1854,11,10,1854-11-10T00:00:00,-1,0,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1854,12,1,1854-12-01T00:00:00,-1,0,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1855,3,20,1855-03-20T00:30:00,1,1,,6.0,USA,CA,N. CALIFORNIA,40.75,-124.2,88,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
849,1855,10,22,1855-10-22T03:45:00,1,1,,,USA,CA,N. CALIFORNIA,37.8,-122.4,88,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
862,1856,7,26,1856-07-26T00:00:00,1,6,,,USA,AK,"UNIMAK ISLAND, AK",54.6,-165.0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1861,5,4,1861-05-04T00:00:00,-1,11,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,1861,5,5,1861-05-05T00:00:00,-1,11,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1862,1,28,1862-01-28T00:00:00,1,9,,,USA,,HAWAII,,,80,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
922,1862,5,27,1862-05-27T20:00:00,4,3,,5.9,USA,CA,S. CALIFORNIA,32.7,-117.2,88,1.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1865,7,16,1865-07-16T03:00:00,1,1,,,USA,AK,"UNALASKA ISLAND, AK",54.0,-167.0,87,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
939,1865,10,4,1865-10-04T00:00:00,-1,0,,,USA,CA,"SAN FRANCISCO, CA",37.0,-122.0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1866,9,5,1866-09-05T13:00:00,2,1,,,USA,AK,"KODIAK ISLAND, AK",58.0,-152.0,87,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
960,1866,12,20,1866-12-20T00:00:00,-1,9,,,USA,OR,"PORT TOWNSEND, WA",,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1868,4,4,1868-04-04T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1868,4,10,1868-04-10T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,1868,4,20,1868-04-20T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,1868,5,15,1868-05-15T00:00:00,2,1,,,USA,AK,"SHUMAGIN ISLANDS, AK",55.0,-161.0,87,6.1,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
978,1868,6,13,1868-06-13T00:00:00,-1,0,,,USA,CA,S. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1868,10,2,1868-10-02T07:30:00,2,0,,,USA,HI,HAWAII,,,80,6.1,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1869,2,10,1869-02-10T12:59:00,1,1,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1869,2,13,1869-02-13T12:59:00,1,1,,,USA,CA,N. CALIFORNIA,,,88,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1869,6,1,1869-06-01T00:00:00,3,0,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,1871,2,18,1871-02-18T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,1871,6,18,1871-06-18T00:00:00,2,1,,,USA,NY,"LONG ISLAND, NEW YORK",40.5,-73.9,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,1872,1,13,1872-01-13T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1872,1,22,1872-01-22T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1872,3,26,1872-03-26T10:30:00,-1,1,,7.3,USA,CA,S. CALIFORNIA,36.7,-118.1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,1872,6,13,1872-06-13T00:00:00,1,0,,,USA,NY,LAKE ONTARIO,43.5,-78.0,75,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1872,8,23,1872-08-23T18:06:00,4,1,,,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.2,-168.5,87,1.3,,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1872,8,27,1872-08-27T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1872,9,16,1872-09-16T00:00:00,3,0,,,USA,CA,"SAN FRANCISCO, N. CALIFORNIA",,,88,0.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1872,11,17,1872-11-17T00:00:00,2,1,,,USA,ME,"PENOBSCOT BAY, MAINE",44.183,-68.917,75,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1873,11,23,1873-11-23T05:09:00,3,3,,6.7,USA,CA,N. CALIFORNIA,42.0,-124.0,88,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,1874,5,,,3,8,,,USA,AK,"LITUYA BAY, AK",58.64,-137.57,87,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,1875,10,12,1875-10-12T00:00:00,-1,9,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1877,2,2,1877-02-02T00:00:00,-1,4,,,USA,HI,S.W. COAST OF HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1877,2,24,1877-02-24T00:00:00,2,4,,,USA,HI,S.W. COAST OF HAWAII,19.475,-155.608,80,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1877,4,16,1877-04-16T00:00:00,1,9,,,USA,CA,N. TO S. CALIFORNIA,35.0,-120.0,88,1.8,,1.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1877,5,4,1877-05-04T00:00:00,1,6,,,USA,HI,HAWAII,19.475,-155.608,80,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1878,8,29,1878-08-29T00:00:00,1,4,,,USA,AK,"UNALASKA ISLAND, AK",54.0,-167.0,87,,,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1879,8,10,1879-08-10T21:07:00,2,3,,,USA,CA,S. CALIFORNIA,34.227,-118.433,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,1879,,,,1,0,,,USA,MA,"OFF COAST NANTUCKET, MASSACHUSETTS",41.28,-70.08,75,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
1119,1880,9,29,1880-09-29T04:00:00,3,1,,6.3,USA,AK,"CHIRIKOF ISLAND, AK",55.8,-155.6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1880,10,26,1880-10-26T22:20:00,3,3,,6.3,USA,AK,"SITKA, AK",57.0,-136.0,87,1.8,,5.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1147,1884,1,25,1884-01-25T00:00:00,-1,0,,,USA,CA,N. CALIFORNIA,38.0,-122.0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,1884,8,10,1884-08-10T19:07:00,2,1,,5.5,USA,NY,"ROCKAWAY BEACH, NEW YORK",40.6,-73.75,75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,1884,9,19,1884-09-19T00:00:00,0,0,,,USA,MI,"IN THE DETROIT RIVER, MI",42.35,-82.95,75,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
1149,1884,11,12,1884-11-12T00:00:00,1,9,,,USA,CA,N. CALIFORNIA,40.0,-122.0,88,0.1,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2707,1884,12,21,1884-12-21T00:00:00,1,1,,,USA,CT,"NEW HAVEN, CT",41.31,-72.92,75,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,1885,11,19,1885-11-19T00:00:00,1,9,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,1885,11,24,1885-11-24T00:00:00,-1,9,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,1886,9,1,1886-09-01T02:51:00,4,1,,7.3,USA,SC,"CHARLESTON, SC",32.9,-80.0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,1887,2,5,1887-02-05T00:00:00,-1,1,,,USA,HI,HAWAII,19.0,-155.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,1887,7,8,1887-07-08T00:00:00,2,0,,,USA,CA,N. CALIFORNIA,,,88,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,1889,1,1,1889-01-01T00:00:00,1,0,,,USA,,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,1889,9,8,1889-09-08T00:00:00,-1,9,,,USA,NJ,"ASBURY PARK, NJ",,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1891,11,29,1891-11-29T23:21:00,3,3,,,USA,WA,WASHINGTON,48.0,-123.5,88,2.44,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1895,1,28,1895-01-28T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1895,3,9,1895-03-09T00:00:00,2,8,,,USA,CA,S. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1895,7,,,1,8,,,USA,CA,S. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,1895,9,1,1895-09-01T11:09:00,3,1,,4.3,USA,NJ,"HIGH BRIDGE, NJ",40.667,-74.883,75,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
1229,1895,10,14,1895-10-14T00:00:00,-1,9,,,USA,CA,N. CALIFORNIA,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,1895,10,31,1895-10-31T11:08:00,0,1,,6.7,USA,MO,"CHARLESTON, MO",37.0,-89.4,75,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
1236,1896,12,17,1896-12-17T00:00:00,-1,9,,,USA,CA,"SANTA BARBARA, CA",,,88,2.5,,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1898,3,31,1898-03-31T07:43:00,1,9,,6.2,USA,CA,"OAKLAND, N. CALIFORNIA",38.2,-122.4,88,0.31,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1899,12,25,1899-12-25T12:25:00,1,9,,6.4,USA,CA,S. CALIFORNIA,33.8,-118.5,88,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1901,3,3,1901-03-03T07:45:00,3,3,,6.7,USA,CA,"MONTEREY BAY, N. CALIFORNIA",36.0,-120.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1901,12,31,1901-12-31T09:02:30,1,1,25,7.1,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",51.45,-171.02,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1903,6,2,1903-06-02T13:17:00,-1,4,100,8.3,USA,AK,"SOUTHWEST ALASKA, AK",61.56,-158.54,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,1903,8,,,2,6,,,USA,AK,"COOK INLET, AK",,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,1903,10,6,1903-10-06T06:30:00,-1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,1903,10,8,1903-10-08T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,1903,11,17,1903-11-17T00:00:00,1,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,1903,11,24,1903-11-24T00:00:00,4,9,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,1903,11,29,1903-11-29T00:00:00,0,9,,,USA,HI,HAWAII,,,80,15.7,,3.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1310,1904,3,30,1904-03-30T00:00:00,-1,9,,,USA,WA,WASHINGTON-OREGON,,,88,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1905,7,4,1905-07-04T00:00:00,4,8,,,USA,AK,"DISENCHANTMENT BAY, AK",60.0,-139.58,87,33.53,,5.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1906,4,18,1906-04-18T13:12:00,4,3,33,7.9,USA,CA,N. CALIFORNIA,37.7,-122.5,88,0.1,,-3.3,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,
1337,1906,8,7,1906-08-07T00:00:00,2,0,,,USA,CA,S. CALIFORNIA,33.9,-117.0,88,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1906,11,6,1906-11-06T00:00:00,-1,9,,,USA,WA,WASHINGTON-OREGON,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,1908,9,21,1908-09-21T06:31:00,4,1,33,6.8,USA,HI,HAWAII,19.0,-155.0,80,1.2,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2370,1909,9,20,1909-09-20T00:00:00,-1,9,,,USA,LA,LOUISIANA: GRAND ISLE,,,75,,,,,,300,3,,,,,,,,,,,300,3,,,,,,,,,,
1389,1910,11,21,1910-11-21T12:45:00,0,9,,,USA,CA,"SAN FRANCISCO, CA",,,88,0.3,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
5474,1913,12,11,1913-12-11T00:00:00,2,0,,,USA,CA,"SANTA BARBARA, S. CALIFORNIA",,,88,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,1919,1,,,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,1919,4,9,1919-04-09T00:00:00,-1,0,,,USA,HI,HAWAII,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,1921,12,16,1921-12-16T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1922,5,2,1922-05-02T00:00:00,2,0,,,USA,TX,GULF OF MEXICO,,,76,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,1923,8,6,1923-08-06T00:00:00,1,0,,,USA,NY,"ROCKAWAY BEACH, NY",40.6,-73.5,75,,,,,,2,1,,,,,,,,,,,2,1,,,,,,,,,,
1525,1923,9,4,1923-09-04T00:00:00,-1,9,33,,USA,CA,N. CALIFORNIA,,,88,6.1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1540,1924,5,30,1924-05-30T00:00:00,-1,9,,,USA,HI,HAWAII,,,80,5.0,,2.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1924,8,8,1924-08-08T00:00:00,1,0,,,USA,NY,"CONEY ISLAND, NY",40.567,-73.983,75,4.6,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,
1558,1925,10,4,1925-10-04T16:00:00,4,9,,,USA,CA,CALIFORNIA,,,88,0.34,,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,
2464,1926,1,9,1926-01-09T00:00:00,2,8,,,USA,ME,"BERNARD, ME",44.233,-68.35,75,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1926,3,20,1926-03-20T09:03:00,1,1,,,USA,HI,HAWAII,20.5,-155.5,80,1.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,1927,10,12,1927-10-12T08:31:00,2,8,,,USA,AK,"SE. ALASKA, AK",,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
